"","hhid","bush","climber","HIB","bean_prod","bean_cons","bean_giveaway","bean_nextseason","bean_sold","bean_prod_hib1","bean_cons_hib1","bean_giveaway_hib1","bean_nextseason_hib1","bean_sold_hib1","bean_prod_hib2","bean_cons_hib2","bean_giveaway_hib2","bean_nextseason_hib2","bean_sold_hib2","bean_prod_hib3","bean_cons_hib3","bean_giveaway_hib3","bean_nextseason_hib3","bean_sold_hib3","bean_prod_hib4","bean_cons_hib4","bean_giveaway_hib4","bean_nextseason_hib4","bean_sold_hib4","bean_prod_hib5","bean_cons_hib5","bean_giveaway_hib5","bean_nextseason_hib5","bean_sold_hib5","bean_prod_hib6","bean_cons_hib6","bean_giveaway_hib6","bean_nextseason_hib6","bean_sold_hib6","bean_prod_hib7","bean_cons_hib7","bean_giveaway_hib7","bean_nextseason_hib7","bean_sold_hib7","bean_prod_hib8","bean_cons_hib8","bean_giveaway_hib8","bean_nextseason_hib8","bean_sold_hib8","bean_prod_hib9","bean_cons_hib9","bean_giveaway_hib9","bean_nextseason_hib9","bean_sold_hib9","bean_prod_hib10","bean_cons_hib10","bean_giveaway_hib10","bean_nextseason_hib10","bean_sold_hib10","area_hib_1","area_hib_2","area_hib_3","area_hib_4","area_hib_5","area_hib_6","area_hib_7","area_hib_8","area_hib_9","area_hib_10","area_hib_bush","area_hib_climbers","area_local_b","area_local_c","area_imp_b","area_imp_c","xx54","xx55","xx12.x","pure_hib","pure_hib_b","pure_hib_c","no_pure_hib_c","no_pure_local_b","no_pure_local_c","pure_i_b","pure_i_c","no_pure_i_c","no_pure_i_b","pure_local_b","pure_local_c","per_hib_bush","per_hib_climbers","bean_prod_local_c","bean_cons_local_c","bean_giveaway_local_c","bean_nextseason_local_c","bean_sold_local_c","bean_prod_imp_c","bean_cons_imp_c","bean_giveaway_imp_c","bean_nextseason_imp_c","bean_sold_imp_c","bean_prod_local_b","bean_cons_local_b","bean_giveaway_local_b","bean_nextseason_local_b","bean_sold_local_b","bean_prod_imp_b","bean_cons_imp_b","bean_giveaway_imp_b","bean_nextseason_imp_b","bean_sold_imp_b","xx15","xx16","xx18","xx19","xx20","xx21","a8","cohort_0_19_65.x","cohort_20_64.x","cohort_0_5","women_12_49","dependency_ratio","T_REF_BULK_DENSITY","T_OC","T_PH_H2O","T_CEC_CLAY","T_CEC_SOIL","T_BS","T_TEB","T_CACO3","T_CASO4","T_ESP","T_ECE","T_ECE.1","quartile_tt_comm_ps","quartile_tt_clinics","quartile_tt_comm_ss","quartile_tt_service","quartile_a_20k","quartile_a_50k","quartile_a_100k","quartile_a_250k","quartile_a_rainfall","quartile_fz","no_agr_wage_labor_hh","hh_education_mean","hhead_age","years_farm_exp","l6","b1","k1b","ncrops","plot_slope","IDZAC","gps2","gps3","c1","c3","cor_xx3","cor2_xx3","cor_xx54","xx1","xx3","xx2","xx5","xx6","xx7","xx10","xx11","xx12.y","wy_yield_plot","ave_yield_plot","share_area_imp_var","tt_25000","tt_50000","tt_100000","dem","tt_clinics","tt_service","tt_comm_ss","tt_comm_ps","pop_den","t_mean","dsi_01_11_median","cwi_norm","yield_gap","relative_yield","a_rainfall","ea_pop_hh","ea_female_hh","male_hhh","males_hh","female_hhh","females_hh","agr_wage_labor_hh","mar_status_nm_hh","mar_status_mm_hh","mar_status_mp_hh","ltrcy_no_read_write_hh","ltrcy_read_only_hh","ltrcy_read_write_hh","beans_high_rwf_kg_2015b","beans_low_rwf_kg_2015b","beans_year_high_rwfperkg","beans_year_low_rwfperkg","maize_high_rwf_kg_2015b","maize_low_rwf_kg_2015b","maize_year_high_rwfperkg","maize_year_low_rwfperkg","sorghum_low_rwf_kg_2015b","sorghum_year_high_rwfperkg","sorghum_year_low_rwfperkg","sorghum_high_rwf_kg_2015b","sp_low_rwf_kg_2015b","sp_year_high_rwfperkg","sp_year_low_rwfperkg","sp_high_rwf_kg_2015b","cassava_low_rwf_kg_2015b","cassava_year_high_rwfperkg","cassava_year_low_rwfperkg","crop1_banana","crop2_cassava","crop2_maize","crop2_sp","crop2_sorghum","crop3_cassava","crop3_sorghum","a1.x","n_people_hh","n_varieties","d11","d13","d14","d15","d16","d17","d18","d19","d22","c4_1","c4_2","c4_3","c4_4","c4_5","c4_6","c4_7","bean_area","i_l_b_area","area_irrigated_land","area_manure_land","area_compost_land","area_fertilizer_land","area_pesticide_land","area_no_title","area_own_title","area_renting","area_share_croping","cor_c","yield_pure_i_b","yield_pure_i_c","yield_pure_local_b","yield_pure_local_c","yield_pure_hib_b","yield_pure_hib_c","d","d8","d10","d12","weighted_slope","mixed","ratio_imp_var_to_bean_area","ratio_beans_ns_to_bean_prod","log_wy_yield_hh","hh_bean_yield","log_hh_bean_yield_kg_ha","HIB_adoption","improved_adoption","improved","local","p_l_b_c","p_i_b_c","p_hib_b_c","p_hib_b","p_hib_c","full_hib_b","full_hib_c","full_local_b","full_local_c","perc_no_title","perc_own_title","perc_renting","perc_share_croping","hhead_age_sqrd","perc_irrigated_land","perc_pesticide_land","perc_compost_land","perc_manure_land","reg_1","reg_2","reg_3","reg_4","hhid_1","land_labor_ratio_cor","value_bean_prod","n_varieties_cor","e21_to_whom_and_where_beans_were_sold"
"97",25360803010037,1,0,0,0.047999999998,0.02412,0,0.023879999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,700,0,22000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.02412,0,0.01188,0,0.011999999998,0,0,0.011999999998,0,0,0,0,0,0,0,3,3,4,1,1,7.5,1.12,1.82,5.2,27,27,31,8.5,0,0,0,0,0,1,10,10,1,10,10,10,10,7,7,3,4.28571428571429,62,6,4,7,1,1.5,26.25,1,-2.6102,29.00546,2150,2150,32.57142857,32.57142857,11000,1,32.57142857,100,0.5,33.5,0,15000,2.1,0,32.57142857,32.57142857,50,520,544,544,1299,705,0,734,0,43,268.3333333,-0.2910738,0.505476043,-29.57142857,10.8571428566667,1233,4,1,1,3,0,4,3,2,2,0,2,0,0,288.5775146,423.2017517,273.0120544,396.1460571,146.4853363,212.5410156,148.0814056,214.0627747,450.1549377,340.1332397,460.2605591,340.1332397,114.7885895,76.6424255,101.0691833,73.1236954,215.319397,158.1314697,251.6021576,0,0,1,0,0,0,0,3,7,2,2,1,3,0,0,0,1,0,0,6,21,0,0,0,0,0,1450,145000,0,2150,0,0,0,0,2150,0,0,2150,8.57142857,0,24,0,0,0,75,2,50,30,27.3837209302326,1,100,0.497499999979063,3.51367536504629,331.034482744828,5.80222254742779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3844,0,0,0,100,0,0,1,0,"25360803010037",537.5,17082.7023904882,2,0
"98",25360803010045,1,0,0,0.1,0.067,0,0.013,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,2000,0,6000,0,20000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.03,0,0.01,0.01,0.05,0.037,0,0.003,0.01,0,2,0,0,0,0,3,0,6,0,2,0,1.12,1.82,5.2,27,27,31,8.5,0,0,0,0,0,1,10,10,1,10,10,10,10,7,6.5,0,8,62,7.5,4,6,1,1,9.5,1,-2.60787,29.00486,2500,6100,62.5,62.5,3000,1,62.5,100,0.5,67,0,15000.0006,16.66666667,10000,62.5,62.5,50,520,544,544,1299,705,0,734,0,601,267.75,-0.2689765,0.699058735,-59.5,20.8333333333333,1217,6,3,1,3,0,3,0,4,2,0,2,0,0,288.6396484,423.2690125,273.0456238,396.1826782,146.4789886,212.5609589,148.0924683,214.112381,450.1894226,340.1423035,460.2918396,340.1423035,114.7621078,76.59935,101.0383682,73.0968323,215.2443848,158.1088867,251.6872406,0,0,0,0,0,0,0,3,6,2,2,0,6,0,1,0,1,0,0,6,0,0,0,0,0,0,2500,250000,0,2500,0,0,0,0,2500,0,0,2500,12.5,0,50,0,0,0,100,3,100,12.5,9.5,1,100,0.13,4.15103990589865,400,5.99146454710798,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3844,0,0,0,100,0,0,1,0,"25360803010045",416.666666666667,35595.433045,2,2
"99",25361805050009,1,0,0,0.06367441391598,0.0362944159321086,0,0.0089144179482372,0.0184655800356342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,1e+05,0,200000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06367441391598,0.0362944159321086,0,0.0089144179482372,0.0184655800356342,2,0,0,0,0,0,3,2,6,0,1,3.33333333333333,1.31,3.91,4.3,20,18,17,3.1,0,0,1,0,0,9,9,10,9,7,7,7,8,9,8,1,7.625,57,4.75,1,8,0,2,16,1,-2.64794,28.98523,13725,10925,51.9791134008,51.9791134008,8262.85714285714,1,747.8632478,100,1,57,0,15000.0006,7,1e+05,51.9791134008,51.9791134008,100,319,322,322,1381,504,339,532,339,125,265.8333333,-0.1694969,0.635288777,-48.9791134008,17.3263711336,1325,7,2,1,6,0,2,1,5,2,0,1,1,1,289.6270752,424.4692383,272.6920166,396.2739258,145.6678925,210.7000427,147.5087891,212.6267395,412.2443237,317.0700684,422.4473572,313.7069397,114.886116,76.6814117,101.3656693,73.2287445,214.0699768,157.5030823,251.9278412,0,1,0,0,0,0,0,3,8,2,2,0,5,0,1,1,1,1,0,6,16,0,0,0,0,0,1225,122500,0,1050,1050,3325,0,0,3325,0,0,3325,51.9791134008,0,0,0,0,0,35,4,35,20,13.6052631578947,1,100,0.14,3.96989774910216,519.791134008,6.2534270655171,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3249,0,0,31.5789473684211,31.5789473684211,0,0,1,0,"25361805050009",475,22734.8321208372,2,2
"100",25361805050018,1,0,0,0.020000000006,0.020000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020000000006,0.020000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,15,1.12,1.82,5.2,27,27,31,8.5,0,0,0,0,0,9,9,9,10,7,7,7,7,9,8,3,1.8,32,3.4,4,5,1,1,22.5,1,-2.64958,28.9877,1400,1400,14.28571429,14.28571429,5000,1,14.28571429,100,0,100,0,11999.99973,4,0,14.28571429,14.28571429,0,235,236,236,1342,420,420,448,371,125,267.5833333,-0.1732932,0.546372276,-11.28571429,4.76190476333333,1310,2,1,1,2,0,3,3,0,2,0,0,0,0,289.5679016,424.3759155,272.6521912,396.1912231,145.6365509,210.6187286,147.4646606,212.5237274,412.2098389,317.0603943,422.4145203,313.697998,114.9033432,76.7090302,101.3863831,73.2462845,214.1560516,157.5202484,251.8125,0,0,0,0,0,0,0,3,5,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1400,140000,0,0,0,0,0,0,1400,0,0,1400,0,0,14.28571429,0,0,0,100,1,100,30,22.5,1,100,0,2.72691868568697,142.8571429,4.96184513022682,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100,0,0,1024,0,0,0,0,0,0,1,0,"25361805050018",700,7139.43817314183,1,0
"101",25361805050019,1,0,1,0.0790646727114577,0.0496233307165158,0,0.0294413419949418,0,0.00500000000024,0,0,0.00500000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,0,815,0,0,0,48200,0,0,1,1,0,0,0,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0740646727112177,0.0496233307165158,0,0.0244413419947018,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,1,1,20,1.12,1.82,5.2,27,27,31,8.5,0,0,0,0,0,9.25,9,9,10,7,7,7,7,9,2.5,4,3.33333333333333,38,2.33333333333333,4,9,0,1.25,15.625,1,-2.64945,28.98709,1195,885,83.3337251809675,83.3337251809675,5900.73051948052,1,521.3214285725,100,0.25,50.25,0,18750.0007475,9.0625,0,83.3337251809675,83.3337251809675,25,235,236,236,1342,420,420,448,371,125,267.3333333,-0.1705777,0.496848353,-80.3337251809675,27.7779083936558,1313,5,1,1,5,0,4,4,3,2,0,2,0,0,289.5679016,424.3759155,272.6521912,396.1912231,145.6365509,210.6187286,147.4646606,212.5237274,412.2098389,317.0603943,422.4145203,313.697998,114.9033432,76.7090302,101.3863831,73.2462845,214.1560516,157.5202484,251.8125,0,0,0,0,0,0,0,3,9,4,4,0,11,0,0,1,0,0,0,12,41,0,0,0,0,0,871,87100,0,0,0,885,0,0,845,40,0,885,0,0,61.0122966084675,0,22.3214285725,0,95,4,25,8.25,24.0395480225989,1,100,0.372370377126412,4.43478184646325,907.745955355427,6.81096455460336,1,1,0,0,0,0,0,1,0,1,0,0,0,0,95.4802259887006,4.51977401129944,0,1444,0,0,0,0,0,0,1,0,"25361805050019",177,28223.8671166901,4,0
"102",25410203090001,0,1,0,0.182936960563427,0.122567763577496,0.0128055872394399,0.0237818048732456,0.0237818048732456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,30000,0,40000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.182936960563427,0.122567763577496,0.0128055872394399,0.0237818048732456,0.0237818048732456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,2,1,1,10,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,7,4,5,7,6,5,5,2,4,5.5,2,3,34,2.5,4,4,0,2,17.5,7,-1.73097,30.01233,1600,1900,148.644934272379,148.644934272379,11423.3870967742,2,343.75,100,0,67,7,15000,10,20000,148.644934272379,148.644934272379,0,157,157,157,2076,192,182,182,182,414,239.0833333,-0.0354758,0.699826973,-144.644934272379,37.1612335680948,1120,2,1,1,2,0,2,2,0,2,0,0,1,1,365.3830261,491.2312927,323.4269104,522.0418091,221.0066071,322.5641785,217.2950439,314.8718262,409.5304871,299.9947205,435.2697754,295.1059875,136.2362976,70.7808762,142.1729126,76.8366623,152.3991852,105.8936844,179.4474487,0,1,0,0,0,0,0,4,4,2,2,1,5,1,0,1,1,1,0,6,8,37,0,0,0,0,1100,110000,300,1900,1900,1900,0,1600,300,0,0,1900,0,0,0,148.644934272379,0,0,75,2,25,15,26.0526315789474,1,100,0.13,5.00826538322379,1663.06327784934,7.41641652888956,0,0,0,1,0,0,0,0,0,0,0,0,1,84.2105263157895,15.7894736842105,0,0,1156,15.7894736842105,0,100,100,0,0,0,1,"25410203090001",950,78353.2099281914,2,2
"103",25410203090003,0,1,0,0.005000000001,0.005000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.005000000001,0.005000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,5,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,7,4,5,7,6,5,5,2,4,3,1,4,27,5,4,3,0,1,9.5,7,-1.73098,30.01207,0,3500,16.66666667,16.66666667,11423.3870967742,2,16.66666667,100,0,100,0,10000,2.5,0,16.66666667,16.66666667,0,157,157,157,2076,192,182,182,182,414,239.0833333,-0.0358236,0.455623546,-12.66666667,4.1666666675,1120,2,1,1,1,0,2,1,0,2,0,0,0,0,365.3830261,491.2312927,323.4269104,522.0418091,221.0066071,322.5641785,217.2950439,314.8718262,409.5304871,299.9947205,435.2697754,295.1059875,136.2362976,70.7808762,142.1729126,76.8366623,152.3991852,105.8936844,179.4474487,0,0,0,0,0,0,0,4,3,1,1,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,300,30000,0,300,0,0,0,0,300,0,0,300,0,0,0,16.66666667,0,0,100,3,0,0,9.5,1,100,0,2.87167962507269,166.6666667,5.11599580995408,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,0,0,729,0,0,0,100,0,0,0,1,"25410203090003",150,2141.53579742831,1,0
"104",25410203090011,0,1,0,0.0412500000011568,0.028600000000808,0,0.0126500000003488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.8,0,0,6000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0412500000011568,0.028600000000808,0,0.0126500000003488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,30,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,7,4,5,7,6,5,5,2,4,9,3,2.25,42,6.25,4,4,0,2,5,7,-1.73281,30.01191,800,2564,22.947263018,22.947263018,3000,2,22.947263018,50,0,65.5,0,9000,2,0,13.3511348468,22.947263018,0,157,157,157,2076,192,182,182,182,414,239.0833333,-0.0375655,0.30418625,-18.947263018,5.7368157545,1120,1,1,0,2,1,2,3,0,1,0,1,0,0,365.3830261,491.2312927,323.4269104,522.0418091,221.0066071,322.5641785,217.2950439,314.8718262,409.5304871,299.9947205,435.2697754,295.1059875,136.2362976,70.7808762,142.1729126,76.8366623,152.3991852,105.8936844,179.4474487,0,0,0,0,0,0,0,4,4,4,2,1,4,0,0,0,1,1,0,3,28,0,0,0,0,0,898.8,44940,0,2247,2247,0,0,0,2247,0,0,2247,0,0,0,0,0,0,40,2,0,0,5,1,50,0.306666666666521,2.6638290224794,458.94526036,6.12893094447374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,1764,0,0,100,100,0,0,0,1,"25410203090011",2247,17667.6703257455,4,0
"105",25410702060003,0,1,0,0.20000000001,0.100000000005,0,0.100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6450,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.20000000001,0.100000000005,0,0.100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,2,10,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,7,5,6,7,5,5,5,4,4,7,3,3.33333333333333,70,9.16666666666667,4,6,0,1,26.25,6,-1.66994,29.96659,10510,9650,119.444444435,119.444444435,11423.3870967742,2,119.444444435,100,0,50,0,10000,6.666666667,0,119.444444435,119.444444435,0,178,204,204,1885,238,201,225,225,589,237,-0.1574992,0.568528486,-115.444444435,29.86111110875,1130,4,3,0,1,1,5,2,3,0,0,1,0,0,384.5067444,504.2637939,359.9502869,541.7871094,190.2390594,277.1916809,184.2810822,277.1916809,389.0484619,308.8501587,401.9716797,318.3501282,168.6556091,100.952301,178.0779572,101.7114334,140.7596741,105.7743073,164.2557373,0,0,0,0,0,0,0,4,6,2,2,0,3,0,1,0,1,1,0,6,0,0,0,0,0,0,6450,645000,0,6450,6450,0,0,0,6450,0,0,6450,0,0,0,119.444444435,0,0,100,4,100,27.5,29.4767441860465,1,100,0.5,4.79118860458496,310.077519395349,5.7368223287844,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,0,0,4900,0,0,100,100,0,0,0,1,"25410702060003",1612.5,88877.0538344439,2,0
"106",25410702060012,0,1,2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,300,0,500,0,0,6000,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,100,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,15,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,8,5,6,7,6,6,6,4,4,6.33333333333333,2,1.8,81,14,4,5,0,2.33333333333333,5,6,-1.66038,29.97075,1000,1500,26.6666666666667,26.6666666666667,6398.80693487979,2,26.6666666666667,66.6666666666667,0.666666666666667,33.3333333333333,0,16666.6666666667,6.66666666666667,0,26.6666666666667,26.6666666666667,33.3333333333333,154,215,215,1774,250,213,237,237,61,237,-0.1431212,0.347430817,-22.6666666666667,6.66666666666667,1140,2,1,0,1,1,4,3,1,0,0,3,0,0,383.1532593,504.1831055,357.0531921,536.9144897,192.5067902,281.7613831,189.9121094,281.7613831,376.8468628,293.9330139,391.0949707,304.3052368,177.8031006,105.4465942,188.0201263,106.2835922,145.8798065,109.221489,165.8641968,0,1,0,0,0,0,1,4,5,5,3,0,8,0,1,0,1,1,0,6,8,33,0,0,0,0,800,65000,0,1500,1500,0,0,1000,0,500,0,1500,0,0,0,40,0,0,65,2,15,7.5,5,1,81.25,0,3.32022831912849,500,6.21460809842219,1,1,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,0,33.3333333333333,0,6561,0,0,100,100,0,0,0,1,"25410702060012",750,17746.727296,5,0
"107",25410702060020,0,1,2,0.0184327882559899,0,0,0.0184327882559899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999999975,0,0,0.0099999999975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843278825848989,0,0,0.00843278825848989,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,37.5,0,0,75,0,0,0,0,5000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,20,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,7,5,6,7,6,5,5,4,4,1,1,2,76,13.3333333333333,4,3,0,1,5,6,-1.66667,29.96851,1275,1275,122.885255039933,122.885255039933,3886.51685393258,2,266.66666665,50,1,0,0,12500,4,0,122.885255039933,122.885255039933,50,178,204,204,1885,238,201,225,225,73,237,-0.1523406,0.267015443,-118.885255039933,30.7213137599831,1136,1,1,0,0,1,3,1,0,0,0,1,0,0,384.5067444,504.2637939,359.9502869,541.7871094,190.2390594,277.1916809,184.2810822,277.1916809,389.0484619,308.8501587,401.9716797,318.3501282,168.6556091,100.952301,178.0779572,101.7114334,140.7596741,105.7743073,164.2557373,0,0,0,0,0,0,0,4,3,4,2,1,4,0,0,0,1,0,0,3,0,0,0,0,0,0,75,3750,0,75,0,0,0,0,75,0,0,75,0,0,0,0,0,0,100,3,100,60,5,1,50,1,4.81935577461158,2457.70510079865,7.80698330766338,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,5776,0,0,0,100,0,0,0,1,"25410702060020",75,8191.25957032303,4,0
"108",25410702060024,0,1,0,0.07799999999828,0.0429599999993864,0.011999999999432,0.0230399999994616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,316,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.05999999999716,0.02999999999858,0.011999999999432,0.017999999999148,0,0.01800000000112,0.0129600000008064,0,0.0050400000003136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,15,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,7,5,6,7,6,6,6,4,4,6.5,3,2.4,32,3,4,5,0,1.5,7.25,6,-1.66563,29.96677,1504,3334,64.026036355,64.026036355,9715.6862745098,2,64.026036355,100,0.5,61,10,20000,8.25,0,64.026036355,64.026036355,50,178,204,204,1885,238,201,225,225,61,237,-0.152777,0.446179764,-60.026036355,16.00650908875,1138,2,1,1,4,0,1,3,0,2,0,0,1,1,384.5067444,504.2637939,359.9502869,541.7871094,190.2390594,277.1916809,184.2810822,277.1916809,389.0484619,308.8501587,401.9716797,318.3501282,168.6556091,100.952301,178.0779572,101.7114334,140.7596741,105.7743073,164.2557373,0,0,0,1,0,0,0,4,5,2,2,1,7,0,0,0,1,1,1,6,37,0,0,0,0,0,1160,116000,0,2108,2108,0,2108,0,2108,0,0,2108,0,28.48101266,0,35.545023695,0,0,62.5,4,0,7.5,6.80170777988615,1,100,0.295384615384226,4.17478774900087,672.413793088621,6.51087391454331,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1024,0,100,100,100,0,0,0,1,"25410702060024",1054,34662.0509929357,2,0
"109",25510201060006,1,0,0,0.049999999992,0,0,0.02699999999568,0.02299999999632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,7000,0,23000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049999999992,0,0,0.02699999999568,0.02299999999632,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,20,1.3,3.21,5.2,40,23,41,9.6,0,0,0,0,0,3,1,2,1,2,1,1,1,3,10,1,2,49,13.3333333333333,4,3,0,3,9.5,9,-1.96037,30.31813,300,6300,20.83333333,20.83333333,7000,1,20.83333333,100,0,0,0,7500.000298,7.142857143,23000,20.83333333,20.83333333,0,32,75,75,1748,49,0,49,49,1469,253.3333333,-0.0844114,0.52503831,-17.83333333,6.94444444333333,939,2,2,0,0,1,3,1,1,0,0,1,0,0,305.7199097,423.9856567,306.8625488,487.2424927,115.2385406,185.5355377,135.4290924,199.0756989,285.1546631,203.1165009,307.8434448,202.9825897,116.042511,92.268631,129.6742859,83.264328,200.8146362,128.1436005,212.3658142,1,0,0,0,0,0,1,5,3,1,1,0,3,0,1,0,1,1,0,2,3,33,0,0,0,0,2400,240000,0,6000,6000,0,0,6000,0,0,0,6000,0,0,20.83333333,0,0,0,40,2,0,15,9.5,1,100,0.54,3.08343785382042,208.3333333,5.33913936090829,0,0,0,1,0,0,0,0,0,0,0,1,0,100,0,0,0,2401,0,0,100,100,0,0,0,0,"25510201060006",3000,18242.6391570812,1,0
